char_uniq_key	uniq_key	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127
hodor	akimov	-0.14440275728702545	-0.020882893353700638	-0.03455778956413269	-0.10387960076332092	-0.1432640701532364	-0.05850861221551895	-0.014392894692718983	-0.02458268031477928	0.10509747266769409	-0.07909183204174042	0.19444489479064941	-0.030479425564408302	-0.2935282289981842	-0.08519941568374634	0.00918379332870245	0.16944636404514313	-0.11221703886985779	-0.0409541130065918	-0.14760664105415344	-0.1251363754272461	0.007901887409389019	0.04790782555937767	0.022018661722540855	0.043516624718904495	-0.05080816149711609	-0.36085280776023865	-0.04189182072877884	-0.06323672086000443	-0.03773016482591629	-0.09129364788532257	-0.05541050806641579	0.11079688370227814	-0.10391408205032349	-0.11423639208078384	0.02995556965470314	0.08691846579313278	-0.11834711581468582	-0.10104108601808548	0.15285152196884155	0.03608429804444313	-0.09491635859012604	-0.027850937098264694	0.06375625729560852	0.3150779902935028	0.1886107325553894	0.03622987121343613	0.0289120152592659	-0.025856614112854004	0.1949911266565323	-0.35276734828948975	0.04086744040250778	0.08001305907964706	0.1516033113002777	0.002448266837745905	0.14997534453868866	-0.10446815937757492	0.10311594605445862	0.17177674174308777	-0.23384831845760345	0.018696188926696777	0.05384538322687149	-0.05791033059358597	-0.10670819878578186	-0.10850715637207031	0.26502305269241333	0.13666033744812012	-0.1394018977880478	0.006879693828523159	0.15874843299388885	-0.03925369679927826	-0.025791386142373085	-0.020431820303201675	-0.15943549573421478	-0.23503771424293518	-0.2353978455066681	0.07926108688116074	0.3419540524482727	0.19427604973316193	-0.15889115631580353	0.0029415125027298927	-0.029676463454961777	0.042242374271154404	0.10459290444850922	-0.004109101369976997	-0.12779025733470917	-0.08244325965642929	-0.11257898807525635	0.06323445588350296	0.10687167197465897	-0.03799562156200409	-0.04118413105607033	0.21225549280643463	0.07736145704984665	0.019492289051413536	0.06113214045763016	0.025094088166952133	-0.11371657252311707	-0.03163955360651016	-0.15547381341457367	0.003018349874764681	0.1653829663991928	-0.15905623137950897	0.033740900456905365	0.061921827495098114	-0.1429263949394226	0.16423045098781586	-0.01986978016793728	0.023397982120513916	0.02744450233876705	-0.09876827150583267	-0.08871688693761826	0.026596440002322197	0.07511459290981293	-0.19991527497768402	0.14036308228969574	0.15494179725646973	0.03881470113992691	0.17525941133499146	0.03234870359301567	-0.010287309996783733	-0.030567295849323273	-0.039633430540561676	-0.18220916390419006	-0.08502668142318726	0.12541775405406952	0.022111326456069946	0.046391792595386505	0.04297422990202904
hodor	akimov	-0.12755908071994781	0.04562970995903015	0.02189420908689499	-0.05404038354754448	-0.08414657413959503	-0.06777261942625046	-0.001162288710474968	-0.055127210915088654	0.11945170909166336	-0.10275765508413315	0.2633160948753357	-0.06949850916862488	-0.2562512159347534	-0.10150441527366638	0.0020075077190995216	0.1473763883113861	-0.14220964908599854	-0.10584229975938797	-0.14752985537052155	-0.15311694145202637	0.07047346234321594	0.021108169108629227	-0.022637084126472473	-0.001786216627806425	-0.03747459873557091	-0.36206379532814026	-0.0827631950378418	-0.12804722785949707	0.011834564618766308	-0.036333952099084854	-0.03874237462878227	0.04107735678553581	-0.1065903902053833	-0.12173162400722504	0.0393342487514019	0.08113708347082138	-0.08917824923992157	-0.10410677641630173	0.13155215978622437	-0.04316579923033714	-0.07044708728790283	0.025285299867391586	0.10682438313961029	0.3025535047054291	0.18331578373908997	0.042613010853528976	0.011371784843504429	-0.07455407083034515	0.16620782017707825	-0.3236224949359894	0.046132221817970276	0.1293075680732727	0.17575834691524506	0.10094427317380905	0.22000400722026825	-0.1107681393623352	0.12032026052474976	0.13033048808574677	-0.23370133340358734	0.01789618656039238	0.060417111963033676	-0.005944313481450081	-0.05875277519226074	-0.10755947977304459	0.2667790949344635	0.17157503962516785	-0.11810833215713501	-0.03230581432580948	0.15677720308303833	-0.08547085523605347	-0.06522318720817566	-0.023946279659867287	-0.15572026371955872	-0.18744602799415588	-0.2498224973678589	0.06523235142230988	0.39319753646850586	0.17736096680164337	-0.15572693943977356	0.04259109869599342	-0.059881791472435	0.039179299026727676	0.11445683985948563	-0.06225234270095825	-0.1652689129114151	-0.060538336634635925	-0.12801562249660492	0.04861293360590935	0.13233613967895508	-0.045224715024232864	-0.02262929454445839	0.1959124505519867	0.018274160102009773	-0.006313550751656294	0.09778118878602982	0.02965310961008072	-0.08668144792318344	-0.030575387179851532	-0.17482000589370728	0.007167653646320105	0.11837689578533173	-0.20301823318004608	-0.0024757259525358677	0.021328924223780632	-0.19052715599536896	0.07546381652355194	-0.016122357919812202	0.023704584687948227	-0.022134490311145782	-0.06696269661188126	-0.1081213653087616	0.08291681110858917	0.11423838883638382	-0.24681730568408966	0.20697453618049622	0.1531192660331726	0.018130222335457802	0.17612774670124054	0.05272555351257324	0.0019461587071418762	-0.06698188185691833	-0.10560990124940872	-0.1675451546907425	-0.10342004150152206	0.05634336918592453	0.07410555332899094	-0.0017784694209694862	0.06449047476053238
hodor	akimov	-0.09495872259140015	0.048160403966903687	-0.03372107446193695	-0.08099960535764694	-0.09174153953790665	-0.11198174208402634	0.020524058490991592	-0.0791579931974411	0.10528641939163208	-0.09134352207183838	0.2542569637298584	-0.07488696277141571	-0.3328878581523895	-0.1313757449388504	0.05319580063223839	0.14088718593120575	-0.09726975113153458	-0.1058758869767189	-0.18517538905143738	-0.14991462230682373	0.03373352810740471	0.022877342998981476	0.0391351655125618	0.017958171665668488	-0.03707514703273773	-0.3765176832675934	-0.04392753541469574	-0.11982812732458115	-0.02641250193119049	-0.14266926050186157	-0.029371419921517372	0.062126632779836655	-0.09038013219833374	-0.11383457481861115	0.04173731058835983	0.1010453850030899	-0.09374220669269562	-0.11113111674785614	0.1821962147951126	-0.01982290670275688	-0.09358285367488861	-0.022191327065229416	0.07949496805667877	0.2985847294330597	0.23796117305755615	0.02740868553519249	0.05237036198377609	-0.04707635939121246	0.18324516713619232	-0.2867429554462433	0.03253689408302307	0.09303630888462067	0.16927532851696014	0.0409192219376564	0.2039320319890976	-0.10480343550443649	0.09169173985719681	0.13162532448768616	-0.24401220679283142	-0.018066778779029846	0.11548542976379395	-0.037273652851581573	-0.1096622571349144	-0.09675166010856628	0.2708480954170227	0.09034248441457748	-0.13115033507347107	-0.02093231864273548	0.1584058552980423	-0.13459579646587372	-0.0914168730378151	-0.022324170917272568	-0.1660400927066803	-0.197371244430542	-0.2205633968114853	0.05580829083919525	0.34166276454925537	0.19096694886684418	-0.16832856833934784	0.0479748509824276	-0.02563922107219696	0.038840923458337784	0.10392018407583237	-0.052379146218299866	-0.11375712603330612	-0.041748158633708954	-0.1471484750509262	0.026930933818221092	0.14815901219844818	-0.03940562158823013	-0.05240938439965248	0.16578470170497894	0.012650699354708195	0.0033759158104658127	0.10699064284563065	-0.02632661908864975	-0.09445154666900635	-0.022854380309581757	-0.16195228695869446	0.006171496585011482	0.1003168523311615	-0.22011764347553253	-0.013690589927136898	0.0034455033019185066	-0.15953275561332703	0.1380826085805893	-0.03896219655871391	0.02818162553012371	-0.0440211184322834	-0.072056345641613	-0.10504693537950516	0.06171432510018349	0.10750283300876617	-0.2564029395580292	0.19678731262683868	0.17872799932956696	0.037922002375125885	0.15704600512981415	0.02590988576412201	0.014395281672477722	-0.021380705758929253	-0.024922357872128487	-0.1894025355577469	-0.14444176852703094	0.06393682211637497	0.0729496106505394	0.07487287372350693	0.04433311149477959
tyrion-lannister	borisov	-0.07753339409828186	0.04432618245482445	0.02834349498152733	-0.011510143056511879	0.03553169220685959	-0.08505729585886002	-0.043472759425640106	-0.16826802492141724	0.07731591165065765	-0.0638091117143631	0.1696968972682953	-0.014361461624503136	-0.2323596477508545	-0.1732688844203949	0.07857537269592285	0.03857292979955673	-0.03940066322684288	-0.13800716400146484	-0.12614919245243073	-0.0759427547454834	0.03436119109392166	0.04483029246330261	0.09142577648162842	0.043394073843955994	-0.15687459707260132	-0.3153208792209625	-0.156429260969162	-0.16779178380966187	0.06588181108236313	-0.08143878728151321	-0.03270817548036575	0.036058008670806885	-0.19072182476520538	-0.07901842147111893	0.051769062876701355	0.08983580023050308	0.04235274717211723	-0.02053769864141941	0.22872382402420044	0.07078936696052551	-0.18424543738365173	0.005862566642463207	0.024239879101514816	0.2896743416786194	0.20116190612316132	-0.03218936175107956	0.03511833772063255	-0.039962030947208405	0.15194328129291534	-0.16135157644748688	0.14363183081150055	0.13481765985488892	0.17452330887317657	0.04918432980775833	0.17554037272930145	-0.06354708969593048	0.047180719673633575	0.060118090361356735	-0.2701062560081482	0.0415460504591465	0.06658429652452469	-0.07273395359516144	-0.12221122533082962	-0.011059015057981014	0.10886164754629135	0.12957048416137695	-0.1006106585264206	-0.1790599673986435	0.13340596854686737	-0.18386110663414001	-0.0314539335668087	0.13672083616256714	-0.1548754870891571	-0.06313692778348923	-0.35264137387275696	0.03415806591510773	0.35507628321647644	0.07682030647993088	-0.21687214076519012	0.05787612125277519	-0.07385970652103424	-0.04975751042366028	0.07685638964176178	0.0663786381483078	-0.022894080728292465	0.044984690845012665	-0.045467525720596313	0.0744841992855072	0.10167349129915237	-0.010222715325653553	-0.05394434928894043	0.14669476449489594	-0.029234429821372032	0.024801848456263542	0.08072230964899063	0.10826509445905685	-0.11668708920478821	-0.09696733951568604	-0.08817651122808456	-0.005152784753590822	0.07597547024488449	-0.028426019474864006	0.010123856365680695	0.08810564875602722	-0.16160131990909576	0.14281712472438812	0.015427058562636375	-0.063938207924366	0.002699810080230236	-0.033385299146175385	-0.07526864111423492	-0.0358085110783577	0.06562069803476334	-0.31250685453414917	0.16981786489486694	0.1115274503827095	-0.10583797842264175	0.03055429831147194	-0.03099353052675724	0.035932134836912155	-0.04088398814201355	0.0029354244470596313	-0.14488054811954498	-0.14151816070079803	0.02561112493276596	0.043387480080127716	-0.003846142441034317	-0.03925882279872894
tyrion-lannister	borisov	-0.02165059745311737	0.08977053314447403	0.019005943089723587	-0.0447143018245697	0.013076075352728367	-0.08716806769371033	-0.0370824858546257	-0.15894532203674316	0.10415949672460556	-0.07445582747459412	0.18845990300178528	-0.014295916073024273	-0.20081767439842224	-0.19270922243595123	0.11311616003513336	0.06933970749378204	-0.033199209719896317	-0.1542026549577713	-0.11060939729213715	-0.10192681849002838	0.041032109409570694	0.03535504266619682	0.09428127110004425	0.032000940293073654	-0.14803951978683472	-0.3192172050476074	-0.15175290405750275	-0.1595820188522339	0.020864641293883324	-0.08162336051464081	-0.001100052148103714	0.04646693170070648	-0.18786247074604034	-0.09486903250217438	0.03934832662343979	0.06434253603219986	-0.012377938255667686	-0.03237581253051758	0.25621604919433594	0.048765890300273895	-0.1565406322479248	0.03788577392697334	0.008756497874855995	0.28961148858070374	0.19242890179157257	-0.06268497556447983	0.06260152906179428	-0.03172490745782852	0.14908252656459808	-0.18141289055347443	0.1182623878121376	0.14675502479076385	0.13351228833198547	0.042996905744075775	0.17497651278972626	-0.033867351710796356	0.052769292145967484	0.07618971168994904	-0.2718014419078827	0.03992364928126335	0.07156866788864136	-0.10438117384910583	-0.12837092578411102	-0.04014752060174942	0.16761861741542816	0.1234854981303215	-0.10649105906486511	-0.13510172069072723	0.13081865012645721	-0.11353730410337448	-0.049541354179382324	0.09209051728248596	-0.19418217241764069	-0.0863134041428566	-0.38648805022239685	0.06778604537248611	0.3572113513946533	0.07227281481027603	-0.1998223513364792	0.08099356293678284	-0.07385404407978058	0.009316680952906609	0.06330472975969315	0.04710979387164116	-0.035878848284482956	0.025222759693861008	-0.05002119392156601	0.12013514339923859	0.09492364525794983	-0.0422229990363121	-0.09246310591697693	0.1519622653722763	-0.045203275978565216	0.06898500770330429	0.06539993733167648	0.10058128088712692	-0.07347187399864197	-0.10497564822435379	-0.1097843199968338	0.04855429008603096	0.09114138782024384	-0.05947849899530411	0.0006006085313856602	0.11057767271995544	-0.15865176916122437	0.11534114927053452	0.009312519803643227	-0.054169028997421265	-0.04189798980951309	-0.010436318814754486	-0.09793029725551605	-0.02508905716240406	0.06343979388475418	-0.2991987466812134	0.19635093212127686	0.12388856709003448	-0.10863181203603745	0.04990243539214134	-0.008515549823641777	0.018249358981847763	-0.06099671870470047	-0.02845226228237152	-0.15545713901519775	-0.1216849610209465	0.04204373061656952	0.11074728518724442	0.01992885023355484	0.008058389648795128
tyrion-lannister	borisov	-0.013677403330802917	0.04014080390334129	-0.009489966556429863	-0.09546083211898804	0.016756227239966393	-0.0654294565320015	0.00030877068638801575	-0.14877276122570038	0.14248687028884888	-0.0218471959233284	0.2245168685913086	-0.02655598521232605	-0.21647033095359802	-0.21390821039676666	0.08896482735872269	0.06524127721786499	-0.03549917787313461	-0.12420886754989624	-0.14666838943958282	-0.10518849641084671	0.0682012215256691	0.04267996549606323	0.12279238551855087	0.03231262415647507	-0.11511409282684326	-0.29216569662094116	-0.1362871378660202	-0.14477087557315826	0.12355680763721466	-0.12742064893245697	-0.0006735455244779587	0.04597586765885353	-0.21508213877677917	-0.11048122495412827	0.05511755496263504	0.06513337790966034	-0.027352966368198395	-0.12241173535585403	0.22647647559642792	0.06178839132189751	-0.1440996676683426	0.02249976247549057	-0.004929732531309128	0.22284556925296783	0.1681186854839325	-0.035975344479084015	0.043276865035295486	-0.08656399697065353	0.13501709699630737	-0.19696959853172302	0.10874693095684052	0.14192728698253632	0.11179087311029434	0.019778113812208176	0.13417720794677734	-0.04843609780073166	0.08651205152273178	0.10096918791532516	-0.3533497154712677	0.005908274557441473	0.06281027942895889	-0.08692425489425659	-0.1874445527791977	-0.06826059520244598	0.09866563230752945	0.18255725502967834	-0.08607473224401474	-0.2010354846715927	0.11222898215055466	-0.152129665017128	-0.052528344094753265	0.12058079987764359	-0.1503542810678482	-0.07714563608169556	-0.3236790895462036	0.028564907610416412	0.37338465452194214	0.08102281391620636	-0.20065519213676453	0.08329077064990997	-0.0760895162820816	-0.0139353321865201	0.04135818034410477	0.03791750967502594	-0.06515596061944962	0.02879832684993744	-0.06223905831575394	0.05809392035007477	0.06623543053865433	-0.03905190899968147	-0.06615009158849716	0.1596888303756714	-0.02284034714102745	0.057876963168382645	0.0663861483335495	0.06852377951145172	-0.10167715698480606	-0.08085464686155319	-0.07782632857561111	-0.030301615595817566	0.07459220290184021	-0.037704017013311386	0.0014198594726622105	0.08198939263820648	-0.16739875078201294	0.17591066658496857	0.008069383911788464	-0.09858916699886322	0.004595703911036253	-0.10012509673833847	-0.013440964743494987	-0.012262139469385147	0.051816198974847794	-0.3095749020576477	0.17184263467788696	0.13710573315620422	-0.027213232591748238	0.07399667799472809	-0.00993921048939228	0.04785856604576111	-0.03891081362962723	-3.6526471376419067e-06	-0.1750907152891159	-0.11389858275651932	0.021677181124687195	0.05585477873682976	-0.003038429655134678	-0.03761373832821846
lord-varys	bochkarev	-0.08347400277853012	0.1454382836818695	0.05218024551868439	-0.011888829991221428	-0.12713117897510529	0.07285460084676743	-0.09187940508127213	-0.15544438362121582	0.16479521989822388	-0.1590794324874878	0.10973120480775833	-0.01219134870916605	-0.23570287227630615	0.0591987743973732	-0.04655490815639496	0.1473124623298645	-0.2111113965511322	-0.14174872636795044	-0.15594208240509033	-0.12205491214990616	-0.10158726572990417	0.0821627527475357	-0.055026739835739136	-0.01674715243279934	-0.012186747044324875	-0.2698363959789276	-0.09451888501644135	-0.04083585739135742	0.2004447877407074	-0.08258156478404999	-0.08124394714832306	-0.011815517209470272	-0.13039806485176086	-0.07361472398042679	0.031135130673646927	0.11002300679683685	-0.08918299525976181	-0.05771435424685478	0.1860141009092331	-0.006399592384696007	-0.16236987709999084	0.03420928865671158	-0.009708961471915245	0.32046759128570557	0.23435311019420624	0.04497821629047394	-0.07812720537185669	-0.06356432288885117	0.09217659384012222	-0.28166085481643677	0.07750392705202103	0.19269227981567383	0.17431142926216125	0.13201585412025452	0.04858990013599396	-0.1535506248474121	0.06615813821554184	0.16369010508060455	-0.1748165786266327	0.046174924820661545	0.17404517531394958	-0.1556500494480133	0.03449174389243126	0.024373825639486313	0.21696330606937408	0.12679554522037506	-0.06560073792934418	-0.1518794745206833	0.188602015376091	-0.15731430053710938	-0.062412992119789124	-0.017299706116318703	-0.050228752195835114	-0.11231289803981781	-0.27000153064727783	0.01916048675775528	0.4738171100616455	0.23395337164402008	-0.16731145977973938	0.014264607802033424	-0.06912541389465332	-0.01947667822241783	0.15330500900745392	0.04458605870604515	-0.13509218394756317	-0.1369011551141739	-0.06538265943527222	0.016046471893787384	0.15598361194133759	0.018210552632808685	-0.05457426235079765	0.12901028990745544	0.04633421078324318	-0.0027243271470069885	0.057869937270879745	0.052041683346033096	-0.06783594936132431	-0.03237050771713257	-0.11819925904273987	-0.025404028594493866	0.033768586814403534	-0.07876630127429962	0.05248749256134033	0.16755411028862	-0.15203234553337097	0.27848365902900696	0.029214361682534218	0.025408674031496048	0.07784423977136612	0.02859478071331978	-0.04314111918210983	0.011957216076552868	0.25757402181625366	-0.28183624148368835	0.2182576209306717	0.2070014625787735	-0.03588811308145523	0.14336414635181427	0.05363817140460014	0.11033496260643005	-0.014057410880923271	-0.02980395406484604	-0.21532240509986877	-0.1610291600227356	-0.0022118277847766876	-0.05344453081488609	0.05476955324411392	0.12323953211307526
lord-varys	bochkarev	-0.10788018256425858	0.12808386981487274	0.04882838577032089	0.014887694269418716	-0.14097142219543457	0.08159227669239044	-0.048217639327049255	-0.09917589277029037	0.19634364545345306	-0.12683574855327606	0.1172032356262207	0.03848472237586975	-0.2535178065299988	0.03478623181581497	-0.07758918404579163	0.1176685020327568	-0.20044837892055511	-0.15361568331718445	-0.12933391332626343	-0.1456279307603836	-0.07451564073562622	0.04712764918804169	-0.021618975326418877	-0.052412357181310654	-0.046296775341033936	-0.2875787317752838	-0.07907000929117203	-0.07687078416347504	0.16346700489521027	-0.1039104163646698	-0.00811726599931717	-0.03247043862938881	-0.1470823585987091	-0.08296871930360794	-0.012121281586587429	0.09576490521430969	-0.11684633046388626	-0.04426798224449158	0.220063716173172	0.020548800006508827	-0.13520020246505737	0.009418677538633347	-0.016629360616207123	0.35887983441352844	0.22285421192646027	0.010773837566375732	-0.062404975295066833	-0.047985486686229706	0.12650451064109802	-0.3447519540786743	0.11176082491874695	0.18174266815185547	0.16316479444503784	0.13232994079589844	0.08292952179908752	-0.12897156178951263	0.047548808157444	0.16566821932792664	-0.1831062138080597	0.09671519696712494	0.13596634566783905	-0.08234480023384094	-0.013904526829719543	0.01039981096982956	0.24326592683792114	0.17445248365402222	-0.08113948255777359	-0.1468556523323059	0.20037215948104858	-0.16977959871292114	-0.046591829508543015	0.03598414361476898	-0.057713501155376434	-0.1185399517416954	-0.2707517147064209	0.05004233866930008	0.49843937158584595	0.1823163479566574	-0.13718383014202118	-0.03781827911734581	-0.07477255910634995	-0.011875376105308533	0.12664079666137695	0.05709021911025047	-0.15044045448303223	-0.09306555241346359	-0.057566966861486435	0.029531804844737053	0.14636412262916565	0.029236793518066406	-0.12060121446847916	0.1558573991060257	0.06508375704288483	0.019423842430114746	0.09153031557798386	0.064647376537323	-0.045303523540496826	-0.06135811656713486	-0.155060276389122	-0.024623079225420952	0.04686642810702324	-0.10761424154043198	0.029383964836597443	0.13174201548099518	-0.10010942816734314	0.2364586889743805	0.01771828718483448	0.04094540327787399	0.05798561871051788	0.004921001847833395	-0.08223696053028107	0.015308517031371593	0.2607961595058441	-0.283881276845932	0.23721669614315033	0.17504097521305084	-0.04727587103843689	0.12051176279783249	0.0474577471613884	0.07160216569900513	-0.021701036021113396	-0.02118602767586708	-0.1769326776266098	-0.10919538140296936	-0.04525584727525711	-0.05733831971883774	0.01957426592707634	0.09565228968858719
lord-varys	bochkarev	-0.0768713653087616	0.14435003697872162	0.07353369146585464	-0.08478804677724838	-0.1748754233121872	0.0705532431602478	-0.027704743668437004	-0.16994358599185944	0.18459244072437286	-0.1704111546278	0.1339484453201294	0.016695236787199974	-0.22351953387260437	0.08332212269306183	-0.05573185160756111	0.12356822192668915	-0.17741800844669342	-0.15702791512012482	-0.1532566249370575	-0.11074614524841309	-0.08609134703874588	0.0631246492266655	-0.032771166414022446	-0.041108742356300354	0.010183123871684074	-0.23562896251678467	-0.08076045662164688	-0.026623394340276718	0.2245049774646759	-0.07510052621364594	-0.0645151138305664	-0.012864744290709496	-0.17174483835697174	-0.08412422239780426	0.010572312399744987	0.04851791262626648	-0.1030353531241417	-0.06593681126832962	0.22449065744876862	0.009365302510559559	-0.16410228610038757	-0.0209531057626009	0.02556758001446724	0.2872147262096405	0.23635771870613098	-0.0070318616926670074	-0.053454313427209854	-0.07781929522752762	0.09322553873062134	-0.2617000639438629	0.08148521929979324	0.15622501075267792	0.16465243697166443	0.16092190146446228	0.04370499402284622	-0.15583088994026184	0.06674101948738098	0.11865535378456116	-0.19888676702976227	0.07446538656949997	0.19204673171043396	-0.1276877522468567	-0.00143374502658844	0.015052693895995617	0.27380454540252686	0.1537388414144516	-0.06880730390548706	-0.21172669529914856	0.1750241070985794	-0.15380169451236725	-0.08788947016000748	-0.019107166677713394	-0.07761678099632263	-0.045131176710128784	-0.2529526352882385	0.0204948578029871	0.3907581567764282	0.1791449338197708	-0.12097999453544617	0.016136161983013153	-0.0853966549038887	-0.04286148026585579	0.10821299254894257	0.041911590844392776	-0.14854520559310913	-0.06350725144147873	-0.0061176191084086895	0.04203253611922264	0.15574254095554352	-0.012942519970238209	-0.07767943292856216	0.16273799538612366	0.01408311165869236	-0.01541904453188181	0.059040751308202744	0.08946295082569122	-0.0725012719631195	-0.005101823713630438	-0.13310979306697845	0.00572898518294096	0.05324185639619827	-0.09891661256551743	0.09456733614206314	0.18036025762557983	-0.15797387063503265	0.22953355312347412	-0.032106637954711914	0.045965760946273804	0.04256841540336609	-0.028472300618886948	-0.07583057880401611	-0.0035323388874530792	0.21909166872501373	-0.256540447473526	0.2803777754306793	0.17070692777633667	-0.032932817935943604	0.08137848228216171	0.07954799383878708	0.060282811522483826	0.04053026810288429	0.012526286765933037	-0.1486978679895401	-0.11552032083272934	0.013667624443769455	-0.06163869425654411	0.060065221041440964	0.13170039653778076
ramsay-bolton	visokinsky	-0.08077128231525421	0.0677354633808136	-0.029506495222449303	-0.07322963327169418	-0.06471578776836395	-0.04648987203836441	-0.03192408010363579	-0.07241815328598022	0.22856248915195465	-0.06507126986980438	0.113322913646698	0.057462722063064575	-0.2148534059524536	-0.10873521864414215	-0.006573925260454416	0.06336620450019836	-0.11113748699426651	-0.1609751284122467	-0.07281377911567688	-0.08629026263952255	-0.024918049573898315	0.07813827693462372	0.06794894486665726	0.08662150055170059	-0.026286281645298004	-0.3133181035518646	-0.1308465152978897	-0.10787618160247803	0.12300828099250793	-0.09925642609596252	-0.06695856153964996	-0.021431544795632362	-0.2350212037563324	-0.16646341979503632	0.022304881364107132	0.01840701885521412	-0.10267560184001923	-0.0909927636384964	0.2556759715080261	0.12591496109962463	-0.13820071518421173	-0.0730096697807312	-0.012276903726160526	0.29226502776145935	0.2289547324180603	0.02986181527376175	-0.016730543226003647	-0.12711849808692932	0.11013716459274292	-0.23962607979774475	0.1290779858827591	0.20002900063991547	0.168856680393219	0.013310245238244534	0.10526271909475327	-0.1054161787033081	0.025667693465948105	0.07341068983078003	-0.2594471573829651	0.10565676540136337	0.022669799625873566	-0.06134061515331268	-0.09176857024431229	-0.052988290786743164	0.18557725846767426	0.11881852895021439	-0.06114460900425911	-0.1816626340150833	0.1789112538099289	-0.19621238112449646	-0.06421506404876709	0.12256445735692978	-0.0543363057076931	-0.19231681525707245	-0.2925216555595398	0.03508720174431801	0.3574056625366211	0.1866358369588852	-0.11146445572376251	0.0814952403306961	-0.10142306983470917	-0.10349057614803314	0.04634736850857735	0.07462281733751297	-0.15479037165641785	0.008033831603825092	-0.041443295776844025	0.07323573529720306	0.12699614465236664	0.012074627913534641	-0.11787497997283936	0.17129354178905487	-0.04301290959119797	0.08399324119091034	0.07514642179012299	0.07528524100780487	-0.0782988891005516	0.010827472433447838	-0.13106979429721832	-0.03421880304813385	0.16516610980033875	-0.0716271921992302	0.05903661251068115	0.10088831931352615	-0.14432471990585327	0.08467461913824081	0.0020400548819452524	-0.0867270901799202	0.01848554238677025	-0.08974134176969528	-0.1793009489774704	-0.027045613154768944	0.17140337824821472	-0.2663440704345703	0.26724228262901306	0.12262764573097229	-0.01820552721619606	0.12336341291666031	0.08453166484832764	0.02059267833828926	0.009231138043105602	-0.1103021502494812	-0.13714835047721863	-0.06411878019571304	0.06650818884372711	0.006758422125130892	0.12285426259040833	0.022987330332398415
